Path,Source,Mechanism,Start Node,Relationship Source,End Node,PMID,REL_type,Evidences
COVID-19  →  Inflammation  →  IgG  →  Immune System Disease  →  Myelitis  →  Lymphopenia  →  MOG  →  Optic Neuritis, Sherpa," COVID-19-driven inflammation increases IgG, causing immune system diseases, myelitis, lymphopenia, and optic neuritis. (Roughly correct (IgG) side has not that strong support)",Lymphopenia,Sherpa,IgG,33607505,INCREASES,We report a novel case of HHV6 myelitis with parainfectious MOG-IgG in the setting of COVID-19-induced lymphopenia and hypogammaglobulinemia.
COVID-19  →  Inflammation  →  IgG  →  Immune System Disease  →  Myelitis  →  Lymphopenia  →  MOG  →  Optic Neuritis, Sherpa," COVID-19-driven inflammation increases IgG, causing immune system diseases, myelitis, lymphopenia, and optic neuritis. (Roughly correct (IgG) side has not that strong support)",Lymphopenia,Sherpa,MOG,33607505,INCREASES,We report a novel case of HHV6 myelitis with parainfectious MOG-IgG in the setting of COVID-19-induced lymphopenia and hypogammaglobulinemia.
COVID-19  →  Inflammation  →  IgG  →  Immune System Disease  →  Myelitis  →  Lymphopenia  →  MOG  →  Optic Neuritis, Sherpa," COVID-19-driven inflammation increases IgG, causing immune system diseases, myelitis, lymphopenia, and optic neuritis. (Roughly correct (IgG) side has not that strong support)",MOG,Sherpa,Optic Neuritis,33607505,POSITIVE_CORRELATION,"Demyelinating antibodies like MOG-IgG and AQP4-IgG should be tested in the setting of a suspicious clinical picture, such as longitudinally extensive myelitis or severe optic neuritis."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,33723208,ASSOCIATION,The shared genomic functional changes between COVID-19 and all these three psychiatric disorders involve proinflammatory responses and cytokine secretion.
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,36626979,ASSOCIATION,"Available at:https://www.who.int/publications-detail/multisystem- inflammatory-syndrome-in-children-and-adolescents-with-covid-19; accessed May 17, 2020."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,34008772,ASSOCIATION,"Combined with the results of previous studies (13,14,21), our findings suggest that the prognosis of COVID-19 may be enhanced when MSCs are used in the early stage of the inflammatory factor storm."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,33723208,ASSOCIATION,"Given that it is difficult to study this extremely multifaceted nature of the pathophysiology directly in individuals affected with severe COVID-19, comparing common inflammatory substrates alongside shared signalling and ontology pathways holds promise."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,33723208,ASSOCIATION,"Given the mediating effect of chronic inflammation in PTSD and conditions such as cardiovascular disease and chronic respiratory conditions that increase the risk for COVID-19 infection, a better understanding of such disease interaction pathways might open up opportunities for therapeutic interventions."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,33723208,ASSOCIATION,"Our findings suggest that inflammatory signalling pathways dominate the acute COVID-19 infection response, and while there is little concordance at the level of individual genes between responses of PBMCs, there is concordance seen between COVID-19 and psychiatric disorders in a set of perturbed cell signalling pathways."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,37874918,INCREASES,"Our results suggest that the pathogenesis of neurocognitive PCC may be related to events that occurred during acute phase of SARS-CoV-2 infection (including the presence of CNS inflammation during acute infection described previously), rather than a consequence of persistent viral CNS infection or residual CNS immune activation."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,36230921,INCREASES,"The effects of systemic inflammation observed in the brain compartment during COVID-19 have been described in several reports in which CSF pro-inflammatory cytokines levels were elevated throughout the course of the disease [73,74]."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,35765080,INCREASES,"Other theories regarding mortality and morbidity risk in FD secondary to COVID-19 infection propose that the pathophysiological background of FD may partly play a “protective role” against the cascade of systemic inflammation and organ damage, triggered by the virus [21]."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,35717616,INCREASES,"Moreover, Halepas et al. reported that COVID-19 caused a postviral immunologic reaction resulting in a multisysytem inflammatory syndrome in children (MIS-C) (21)."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,34008772,INCREASES,"Autopsy studies on patients with COVID-19 have suggested that a dysregulated immune response occurs, resulting in excessive inflammation (cytokine storm) and lethal acute respiratory distress syndrome (ARDS) (2)."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",COVID-19,Sherpa,Inflammation,33676971,DECREASES,"The observed attenuation of GI inflammation is in alignment with data from the 2003 severe acute respiratory syndrome epidemic,26 autopsy studies from patients with COVID-19,27 and animal models.28 , 29"
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",Inflammation,Sherpa,IL6,33712587,INCREASES,"Moreover, a robust inflammatory response is characterized by an upregulation of cytokines including IL-6, IL-10, and MCP-1 in tissues and serum, as well as infiltration of infected tissues by inflammatory cells such as macrophages9."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",Inflammation,Sherpa,IL10,33712587,INCREASES,"Moreover, a robust inflammatory response is characterized by an upregulation of cytokines including IL-6, IL-10, and MCP-1 in tissues and serum, as well as infiltration of infected tissues by inflammatory cells such as macrophages9."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",Inflammation,Sherpa,IL6,34699853,INCREASES,", 2014) with consequent production of IL-6 and other inflammatory mediators (Wang and Liu, 2016). sACE2 is cleaved from membrane- associated ACE2 and is consequently released into the extracellular environment (Lambert et al."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",Inflammation,Sherpa,IL6,34699853,INCREASES,"As described in the Introduction, binding of AGEs to the RAGEs on membranes initiates an immune-inflammatory response with elevated production of IL-6 and other cytokines (Macaione et al."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",Inflammation,Sherpa,IL10,34699853,POSITIVE_CORRELATION,"Input variable is a latent vector named the infection-immune- inflammatory (III) core extracted from chest CT scan anomalies (CCTAs), ground glass opacities (GGOs), crazy paving (crazy), consolidation (consol), other CCTAs (other), lowered oxygen saturation (SpO2), calcium, CRP (C-reactive protein), IL-10 (interleukin-10), IL-6, sRAGEs (soluble receptor for advanced glycation end products) and albumin (partially)."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",Inflammation,Sherpa,IL6,34699853,POSITIVE_CORRELATION,"Input variable is a latent vector named the infection-immune- inflammatory (III) core extracted from chest CT scan anomalies (CCTAs), ground glass opacities (GGOs), crazy paving (crazy), consolidation (consol), other CCTAs (other), lowered oxygen saturation (SpO2), calcium, CRP (C-reactive protein), IL-10 (interleukin-10), IL-6, sRAGEs (soluble receptor for advanced glycation end products) and albumin (partially)."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",Inflammation,Sherpa,ALB,34699853,POSITIVE_CORRELATION,"Input variable is a latent vector named the infection-immune- inflammatory (III) core extracted from chest CT scan anomalies (CCTAs), ground glass opacities (GGOs), crazy paving (crazy), consolidation (consol), other CCTAs (other), lowered oxygen saturation (SpO2), calcium, CRP (C-reactive protein), IL-10 (interleukin-10), IL-6, sRAGEs (soluble receptor for advanced glycation end products) and albumin (partially)."
COVID-19  →  Inflammation  →  IL1B  →  Tauopathies, Sherpa," Inflammation increases IFN-γ and IL-18BP, leading to CXCR4 expression and immune responses.",IL1B,Sherpa,Tauopathies,36230921,INCREASES,"Tau aggregates, have in turn been shown to induce NLRP3 inflammasome activation, leading to further production of IL-1β by microglia and aggravation of neuroinflammation [109]."
SARS-CoV-2  →  Myelitis  →  Peripheral Nervous System Diseases, Sherpa," COVID-19-induced inflammation causes multiple myelitis, which progresses to myelitis and optic neuritis.",SARS-CoV-2,Sherpa,Myelitis,33607505,INCREASES,"To our knowledge, this is the first report of possible HHV6 reactivation in the central nervous system in the setting of COVID-19 immune dysfunction, and the first with parainfectious MOG-IgG myelitis in the setting of SARS-CoV-2/HHV6 co-infection."
SARS-CoV-2  →  Myelitis  →  Peripheral Nervous System Diseases, Sherpa," COVID-19-induced inflammation causes multiple myelitis, which progresses to myelitis and optic neuritis.",SARS-CoV-2,Sherpa,Myelitis,33607505,INCREASES,"To our knowledge, this is the first case of HHV6 reactivation in the central nervous system in the setting of COVID19 infection and the first case of MOG-IgG myelitis in the setting of SARS-CoV-2 and HHV6 coinfection."
SARS-CoV-2  →  Myelitis  →  Peripheral Nervous System Diseases, Sherpa," COVID-19-induced inflammation causes multiple myelitis, which progresses to myelitis and optic neuritis.",SARS-CoV-2,Sherpa,Myelitis,33607505,INCREASES,"In this case, the combined SARS-CoV-2 and HHV6 infection likely triggered immune-mediated myelitis."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,35958567,ASSOCIATION,Antibodies directed against the SARS-CoV-2 spike protein were initially measured via LIAISON® SARS-CoV-2 S1/S2 IgG quantitative chemiluminescence immunoassay (DiaSorin).
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,33607505,ASSOCIATION,"Interestingly, the HHV6 and SARS-CoV-2 viruses have each been separately linked to MOG-IgG positive transverse myelitis (Zhou et al."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,33607505,INCREASES,"Both serum SARS-CoV-2 IgG and repeat nasopharyngeal PCR were positive, confirming COVID-19 infection albeit without respiratory symptoms."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IL6,33902760,INCREASES,"SARS-CoV-2 can activate deregulated host immune responses via elevation of cytokines such as interleukin-1β (IL-1β), interleukin-6 (IL-6), IP-10, tumor necrosis factor α (TNF-α), interferon-γ or macrophage inflammatory protein (MIP) 1α and 1β (Fajgenbaum & June, 2020)."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,33607505,INCREASES,"To our knowledge, this is the first report of possible HHV6 reactivation in the central nervous system in the setting of COVID-19 immune dysfunction, and the first with parainfectious MOG-IgG myelitis in the setting of SARS-CoV-2/HHV6 co-infection."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,37932271,INCREASES,"Anti-ancestral SARS-CoV-2 strain S-specific IgA, IgG Ab, and neutralizing Ab titers in sera and nasal washings were measured by ELISA 14 days after the boost."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,37932271,INCREASES,"Tissues and blood were collected at the indicated time points. b–d Anti-SARS-CoV-2 S-specific IgA or IgG Ab titers in nasal washings (b), BAL (c), and serum (d) after the boost."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,36396447,INCREASES,"We made use of a large cohort of patients with MS with repeated serial samples and detailed clinical follow-up over 1 year to describe longitudinal anti-S IgG dynamics after 2 and 3 vaccine doses, the development of SARS-CoV-2 specific memory B cell responses, and their potential relation with breakthrough COVID-19."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,35958567,INCREASES,"From October 2021 onwards, antibodies were measured via LIAISON® SARS- CoV-2 TrimericS IgG quantitative chemiluminescence immunoassay (DiaSorin)."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,35787841,INCREASES,"GMT: geometric mean titers, HTPs: heated tobacco products, IgG: Immunoglobulin G, SARS-CoV-2: severe acute respiratory syndrome coronavirus 2, 95% CI: 95% confidence intervals.aPost-hoc analysis combining the two categories of HTPs users.bBased on the multilevel linear regression model incorporating the category of alcohol consumption as a continuous variable."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,35432335,INCREASES,"Serological responses were measured by quantifying IgG levels against the spike-receptor-binding-domain of SARS-CoV-2, and cellular responses (in a subgroup analysis) by quantifying IFNγ secretion in blood incubated with COVID-19 spike-antigen."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,33607505,INCREASES,"To our knowledge, this is the first case of HHV6 reactivation in the central nervous system in the setting of COVID19 infection and the first case of MOG-IgG myelitis in the setting of SARS-CoV-2 and HHV6 coinfection."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,33607505,INCREASES,Viral infection is a known trigger for MOG-IgG and therefore this antibody should be checked in patients with SARS-CoV-2 associated demyelination.
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,35999589,POSITIVE_CORRELATION,"The detection of SARS-CoV-2 IgG in CSF might suggest blood–brain barrier (BBB) dysfunction and/or intrathecal IgG synthesis, but it was not possible to differentiate them in this case because we were not able to evaluate the patient’s albumin CSF and serum concentration to calculate the IgG index."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,37932271,DECREASES,"Considering SARS-CoV-2 also infects cells via a cell-to-cell fashion41, it may be difficult for serum IgG Abs to block viral entry and spread in the upper respiratory tract, or a high level of IgG Abs is required."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IL6,33676971,DECREASES,"Finally, systemic levels of IL6 and IL8, as well as IL1720 and CCL28,25 were lower in hospitalized patients presenting with GI symptoms, despite comparable NP SARS-CoV-2 viral loads."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",SARS-CoV-2,Sherpa,IgG,36396447,CAUSES_NO_CHANGE,"SARS-CoV-2–specific memory B cells were found, albeit at variable frequencies, in 8 of 10 patients on TFL, with no clear association with either CD19+ B-cell frequency at t0 or anti-S IgG titers at t1 (Figure 4A)."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",TNF,Sherpa,neurotransmitter,33723208,ASSOCIATION,"There is also strong evidence for similar immune interactions in PTSD and bipolar disorder, notably IL-1β, IL-6 and TNFα (cytokines part of the immune response to pathogens) affecting CNS neurons and circuits and thus neurotransmission, glucocorticoid function, memory, and social behaviours29."
SARS-CoV-2  →  IL6 →  depression →  TNF →  neurotransmitters →  Encephalitis, Sherpa," SARS-CoV-2 triggers an inflammatory response through IL-6 and TNF, leading to neurotransmitter imbalances and depression. This neuroinflammation can escalate to encephalitis, causing acute brain inflammation.",neurotransmitter,Sherpa,Encephalitis,34853897,ASSOCIATION,"Apart from that, there were various types of serum and CSF autoantibodies related to encephalitis that have been reported, namely anti-gangliosides antibody (such as anti-GAD antibody [23] and anti- GD1a antibody [24]), anti-neuronal antibodies (anti-NMDAR antibody [14–19] and anti-CASPR2 antibody [20]) and onconeural antibodies (anti-amphiphysin antibody [33])."
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",Inflammation,SCAI,Il17a,23468966,ASSOCIATION,Interleukin-17A (IL-17A) is a key cytokine modulating the course of inflammatory diseases.
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",Inflammation,SCAI,IL1B,21157520,INCREASES,TNF-Î± and IL-1beta play vital roles in joint inflammation and bone destruction.
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",Inflammation,SCAI,IL1B,24960578,INCREASES,"Cytokines, particularly tumor necrosis factor Î± (TNF-Î±) and interleukin 1beta (IL-1beta), can induce chronic inflammation that may promote the loss of synapses, cognitive dysfunction, and eventually neuronal death [19] and [20]."
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",IL6,SCAI,TREM2,25681350,DECREASES,"In normal state TREM2 regulates microglial activity and induces phagocytosis that removes the neuron debris like Abeta 42 peptides from brain. TREM2 regulates also inflammation by inhibiting proinflammatory cytokines such as TNF, IL6 and IFNG. In addition, it also maintains dendritic cell function by inducing CCR7 activities."
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",IL1B,SCAI,TREM2,15728241,DECREASES,"Overexpression of TREM2 in microglia resulted in increased phagocytosis of apoptotic neurons and decreased gene transcription of TNF-alpha, IL-1beta, and NOS2."
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",IL1B,SCAI,TREM2,18222421,DECREASES,IL-1beta and TNFalpha upregulated TREM-1 and TREM-3 expression and suppressed TREM-2 expression in macrophages and endothelial cells.
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",IL10,SCAI,TREM2,19625651,DECREASES,"Collectively, these results show that TREM-2 mediates rapid calcium signaling, ERK activation and NFATc1 expression downstream of RANK, and that IL-10 inhibits this signaling pathway by downregulating TREM-2 expression."
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",IL10,SCAI,TREM2,19625651,DECREASES,IL-10 Suppresses Calcium mediated Costimulation of RANK Signaling During Human Osteoclast Differentiation by Inhibiting TREM-2 Expression.
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",IL10,SCAI,TREM2,19625651,DECREASES,"IL-10 and other homeostatic cytokines inhibited an early step in human osteoclastogenesis, the generation of RANK + TREM-2 + osteoclast precursors, by inhibiting TREM-2 transcription."
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",IL10,SCAI,TREM2,19625651,DECREASES,"IL-10 effectively suppressed the increase in TREM-2 primary transcripts (XREF_FIG), indicating that IL-10 inhibited TREM-2 gene transcription."
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",IL12A,SCAI,TREM2,11828015,CAUSES_NO_CHANGE,"TREM2 and DAP12 engagement in DCs leads to upregulation of CCR7, CD40, CD86, and DC survival but not IL-12 nor TNF-alpha production."
COVID-19  →  Inflammation  →  IL10  →  TREM2 →  Hippocampus, SCAI-DMaps," COVID-19-induced neuroinflammation elevates IL-6 levels, leading to the activation of microglia in the brain. These activated microglia release pro-inflammatory mediators, which can cause synaptic dysfunction and damage to neurons in the hippocampus, potentially affecting memory and cognitive function.",TREM2,SCAI,Hippocampus,23407992,ASSOCIATION,"TREM2 is highly expressed in white matter, as well as in the hippocampus and neocortex, which is partly consistent with the pathological features reported in AD brain, indicating the possible involvement of TREM2 in AD pathogenesis."
COVID-19  →  Inflammation  →  TNF  →  Neuronal Death  →  Cognition, CBM, TNF-induced inflammation leads to neuronal death and impacts cognition.,COVID-19,CBM,Inflammation,33031735,INCREASES,"Cases 2, 16, 21, and 41 showed more brainstem inflammation(in terms of  infiltration by cytotoxic CD8-positive T cells or activation of  microglia) than all others (figure 4)."
COVID-19  →  Inflammation  →  TNF  →  Neuronal Death  →  Cognition, CBM, TNF-induced inflammation leads to neuronal death and impacts cognition.,COVID-19,CBM,Inflammation,32844161,INCREASES,"Mild or moderate lymphocyte inflammation was present in all ten patients, although focal lymphocyte cuffing of small vessels was noted in six patients (60%)."
COVID-19  →  Inflammation  →  TNF  →  Neuronal Death  →  Cognition, CBM, TNF-induced inflammation leads to neuronal death and impacts cognition.,COVID-19,CBM,Inflammation,32844161,INCREASES,"Florid acute bronchopneumonia and ventilator-associated pneumonia were not noted in this series, although mild interstitial neutrophilic inflammation (three [30%] of ten patients) and patchy acute bronchopneumonia (three [30%] patients) were observed. Interstitial macrophages were prominent."
COVID-19  →  Inflammation  →  TNF  →  Neuronal Death  →  Cognition, CBM, TNF-induced inflammation leads to neuronal death and impacts cognition.,COVID-19,CBM,Inflammation,32844161,INCREASES,"Of eight patients assessed for inflammatory markers, all (100%) had elevated inflammatory markers."
COVID-19  →  Inflammation  →  TNF  →  Neuronal Death  →  Cognition, CBM, TNF-induced inflammation leads to neuronal death and impacts cognition.,COVID-19,CBM,Inflammation,37296110,POSITIVE_CORRELATION,"Interestingly, INCOV participants from cluster E predominantly exhibited an acute WHO ordinal score of ≥3 reflecting the association between more severe acute disease and persistent inflammation37 (Fig. 5D)."
